subject,title,level,credit_amount,description,last_taught
E P/M E,CRYOGENICS,566,3,"Applications of cryogenics, material properties at low temperatures, refrigeration and liquefaction systems, measurement techniques, insulation, storage and transfer of cryogenics, safety and handling",S19
E P,RESEARCH PRACTICUM IN ENGINEERING PHYSICS I,568,3,Undergraduate research projects supervised by faculty members,S25
E P,RESEARCH PRACTICUM IN ENGINEERING PHYSICS II,569,3,Undergraduate research projects supervised by faculty members. Senior thesis,S25
E P,SPECIAL TOPICS IN ENGINEERING PHYSICS,602,1-3,"Subject matter, credits and prerequisites vary",F22
E P/E M A,MICRO- AND NANOSCALE MECHANICS,615,3,"An introduction to micro- and nanoscale science and engineering with a focus on the role of mechanics. A variety of micro- and nanoscale phenomena and applications covered, drawing connections to both established and new mechanics approaches",F21
E P/COMP SCI/E C E/E M A/M E,HIGH PERFORMANCE COMPUTING FOR APPLICATIONS IN ENGINEERING,759,3,An overview of hardware and software solutions that enable the use of advanced computing in tackling computationally intensive Engineering problems. Hands-on learning promoted through programming assignments that leverage emerging hardware architectures and use parallel computing programming languages. Students are strongly encourage to have completed COMP SCI 367 or COMP SCI 400 or to have equivalent experience,S25
E P/M E,VACUUM TECHNOLOGY,777,3,"Topics defining modern vacuum technology, including the kinetic theory of gases, conductance, pumping systems, pump technologies, pressure measurement, gas-surface interactions, sealing technologies, leak detection, and residual gas analysis will be addressed through a combination of lectures, laboratory activities, problem solving, and group discussions. Knowledge of fluid mechanics [such as M E 363 or B M E 320] strongly encouraged",S22
E P,ENGINEERING PHYSICS GRADUATE SEMINAR,920,0-1,Students will be able to enroll for credit more than once because the topics of the course will differ substantially from semester to semester. Our MS requirements permit up to 3 credits within the 30-credit minimum for the degree,S25
E P D,FUNDAMENTALS OF ENGINE THERMODYNAMICS,361,2,"Theory and application of energy methods in engineering; conservation of mass and energy; energy transfer by heat, work and mass; thermodynamic properties; analysis of open and closed systems; the second law of thermodynamics and entropy; vapor and gas power cycles",U23
E P D,TECHNICAL COMMUNICATIONS INTERNSHIP,398,1,"Internship with local corporation, industry, government agency, or educational unit. Includes classroom components: use and misuse of social media; managing workplace-related conflicts; communicating technical information to colleagues; identifying and resolving engineering ethics challenges; practicing group discussion and presentation skills",S25
E P D,ENGINEERING APPLICATIONS OF STATISTICS,416,3,"Provides knowledge and skills to apply statistics to many types of engineering problems. Focuses on developing statistically-based experimental techniques and tests for measures of validity, application of computer-based statistical tools, and approaches to distillation of data",S25
E P D,PYTHON FOR APPLICATIONS IN ENGINEERING,455,1,"Introduction to Python's concepts of objects and reference; classes and nested objects. Elements of object-oriented programming in Python. Container types: lists, dictionaries, and tuples. Installing Python packages and managing environments. Scientific computing with Numpy and SciPy. Applications of Python to Data Analysis. Applications of Python to Machine Learning. Applications of Python to embedded systems/robotics",F24
E P D,SENIOR INDEPENDENT STUDY,499,1-3,Under faculty supervision,S24
E P D,QUALITY ENGINEERING AND QUALITY MANAGEMENT,518,3,Enhances the learners' basic business and decision-making skills related to quality systems and process improvement,S25
E P D,GENERATIVE ARTIFICIAL INTELLIGENCE FOR ENGINEERING APPLICATIONS,522,3,"Comprehensive coverage of AI-powered chatbots, from understanding generative AI fundamentals to developing sophisticated chatbot applications. Hands-on experience with generative AI tools. Explore retrieval-augmented generation (RAG) techniques. Examine critical aspects such as security, privacy, and memory models. Knowledge of Python [such as COMP SCI 220 or E P D 455] strongly recommended",
E P D,FUNDAMENTALS OF TECHNICAL PROJECT MANAGEMENT,605,1,"Learn techniques to plan, execute, and deliver projects with desired scope on time and on budget. Document clear project objectives and goals, accurately estimate project time and costs, schedule and allocate timecritical resources, and establish feedback systems for optimal project control. Best paired with a work experience, such as an internship or co-op, where you can apply these project management skills",U25
E P D,LEADING AND MANAGING TECHNICAL TEAMS,606,1,"Key team management concepts, principles, and practices. Team dynamics, team roles, leading and facilitating teamwork, and managing team conflict in the context of STEM (science, technology, engineering, and mathematics)-related work",U25
E P D,ENGINEERING ANALYSIS FOR DECISION MAKING,610,3,"Quantitative and qualitative analysis and visualization tools. Structured decision-making methodology for engineering applications such as variations in materials and production, process control, forecasting and executive decision making. Facilitate persuasive problem-solving and decision making in engineering applications. Builds on foundational knowledge of statistics",S25
E P D,ENGINEERING ECONOMICS AND MANAGEMENT,611,3,Addresses principles and practices of interpreting financial information and performing engineering-related economic analyses. Focuses on the practical use of economic information for decision-making,S25
E P D,TECHNICAL PROJECT MANAGEMENT,612,3,"Learn key principles and tools of project management applicable to a broad range of engineering projects. Covers techniques for project planning, scheduling, resource allocation, and project tracking, as well as the interface between projects and the organizations within which they are executed",S25
E P D,INTERNATIONAL ENGINEERING STRATEGIES AND PRACTICES,613,3,"Provides a deeper understanding of various elements of culture related to business, avoiding the pitfalls, and finding the complementary strengths that will benefit the business. International strategy and the managerial implications such as product, country, location, and organization choices for a multinational engineering operation will be assessed, analyzed and applied. Further discussion will be focused on multi-cultural organization issues and exploring best practices",F24
E P D,MARKETING FOR TECHNICAL PROFESSIONALS,614,3,"Role and contribution of marketing and product management to overall operations; target marketing and market segmentation; product lifecycle positioning; develop product and marketing plan as part of balanced marketing effort; technical perspective on social, ethical, environmental, and sustainability of marketing and product management decisions",F24
E P D,ENGINEERING LAW,616,2,"Addresses important legal issues especially relevant to the practice of engineering. Gain awareness and ability to properly address patents, trade secrets, contracts, employment and non-disclosure agreements, as well as product and professional liability. Learn to avoid legal problems that often affect engineering projects and organizations",U25
E P D,COMMUNICATING TECHNICAL INFORMATION,617,3,"Develops skills necessary for engineering professionals to communicate technical and managerial information. Covers approaches for communicating to diverse audiences and for action-oriented purposes. Emphasizes communication problem solving and communication efficiency. Includes individual and collaborative projects using oral, written, and electronic media",S25
